"","X","Flow_from_user","Flow_to_user","flow"
"17881","verma773","RoflGandhi_","verma773",-1
"17325","vickysk007","RoflGandhi_","vickysk007",-1
"3483","viksbhatt","RoflGandhi_","viksbhatt",-1
"17442","virenderghangas","RoflGandhi_","virenderghangas",-1
"12325","viv333","RoflGandhi_","viv333",-1
"17292","vschandel07","RoflGandhi_","vschandel07",-1
"17246","yehtaara","RoflGandhi_","yehtaara",-1
"17839","yuvisrkdevotee","RoflGandhi_","yuvisrkdevotee",-1
"10312","aap_revolution_","RoflTeja","aap_revolution_",-1
"11582","moniszappy","RoflTeja","moniszappy",-1
"8092","musthaque_m","RoflTeja","musthaque_m",-1
"15844","HumorMinistry24","roh_srivastava","HumorMinistry",1
"13622","URautelaForever788","rohan_gooner","URautelaForever",1
"8148","AnandGadeSakal1","rohan_kadam04","AnandGadeSakal",1
"2176","ModiBharosa343","rohan_s_telang","ModiBharosa",1
"14988","SecretaryMEITY37","rohan91bose","SecretaryMEITY",1
"1766","neelmani1980","rohanmlw","neelmani1980",0
"182","rssurjewala180","rohillaneeru","rssurjewala",1
"15098","scotchism1","rohit19952","scotchism",1
"7656","MinIT_Telangana30","rohit4aap","MinIT_Telangana",1
"14358","5Forty38","rohitagarwal86","5Forty3",1
"4139","centerofright22","rohitagarwal86","centerofright",1
"362","gauravcsawant59","rohitagarwal86","gauravcsawant",1
"9454","kaushkrahul2","rohitagarwal86","kaushkrahul",-1
"3140","MinhazMerchant1","rohitagarwal86","MinhazMerchant",1
"14084","rahulroushan5","rohitagarwal86","rahulroushan",1
"15988","smarket1","rohitagarwal86","smarket",1
"16412","sundeepgummadi","rohitagarwal86","sundeepgummadi",-1
"14231","rahulroushan152","rohitash19","rahulroushan",1
"11290","jyotirmoy24","rohitavasaha","jyotirmoy24",0
"13795","URautelaForever961","rohitchahal20","URautelaForever",1
"474","gauravcsawant171","rohitganguli108","gauravcsawant",1
"7524","ashujoshi272","rohitgokhale","ashujoshi27",1
"6018","grumpeoldman4","rohithjyo","grumpeoldman",1
"16406","pranesh","rohithjyo","pranesh",-1
"10881","geetv7929","rohithshetty","geetv79",1
"13541","URautelaForever707","rohitinsan0523","URautelaForever",1
"6390","madskak31","rohitmishra183","madskak",1
"3048","myvotetoday27","rohitpa22192942","myvotetoday",1
"13890","URautelaForever1056","rohitpalsg","URautelaForever",1
"254","rssurjewala252","rohitpanwar9999","rssurjewala",1
"14240","rahulroushan161","rohitr_1994","rahulroushan",1
"3757","DrKumarVishwas86","rohitrb1983","DrKumarVishwas",1
"1510","DrGPradhan42","rohitsh020678","DrGPradhan",1
"14010","URautelaForever1176","rohitsingh9384","URautelaForever",1
"13715","URautelaForever881","rohittinkoo","URautelaForever",1
"1597","kanimozhi33","rohtakite","kanimozhi",1
"4840","sameeruniverse1","Rohtakite","sameeruniverse",1
"3827","DrKumarVishwas156","rollingravi","DrKumarVishwas",1
"1207","Dipankar_cpiml7","romandsouza","Dipankar_cpiml",1
"7733","gops333","romandsouza","gops333",1
"14","rssurjewala12","romandsouza","rssurjewala",1
"15291","huss_master","RomeoGomes8","huss_master",0
"6199","DrShobha19","romeshnadir","DrShobha",1
"2899","PIB_India84","romeshnadir","PIB_India",1
"13423","URautelaForever589","ron_020294","URautelaForever",1
"2579","CMOMaharashtra17","ronakdhadiwal3","CMOMaharashtra",1
"8450","AmitHPanchal9","ronakpanchalrr","AmitHPanchal",1
"13360","URautelaForever526","ronakparikh83","URautelaForever",1
"14642","GreatGameIndia8","ronit9q","GreatGameIndia",1
"16685","trutherbotjkr","RonsNewsFeed","trutherbotjkr",0
"11867","TimesNow7","roohanitaakath","TimesNow",1
"16323","SimonDixonTwitt4","roomec3","SimonDixonTwitt",1
"15473","AskAnshul91","roops91","AskAnshul",1
"234","rssurjewala232","rooster16111611","rssurjewala",1
"19236","wef","rootsrachere191","wef",0
"19576","imhindustani11","rosammat","imhindustani11",-1
"19573","sirajquadri92","rosammat","sirajquadri92",-1
"439","gauravcsawant136","rose_k01","gauravcsawant",1
"20127","MarkDice17","rosemarysherbo1","MarkDice",1
"12723","gaurnsui","Roshan_INC","gaurnsui",0
"2935","aapdelhincr","roshankar","aapdelhincr",-1
"2912","aniljothomas","roshankar","aniljothomas",-1
"2361","ankit_gupta518","roshankar","ankit_gupta518",-1
"2929","barundebbarun","roshankar","barundebbarun",-1
"2932","bhaanuwrites","roshankar","bhaanuwrites",-1
"1389","bharatparivrtan","roshankar","bharatparivrtan",-1
"1243","darkdestinynme","roshankar","darkdestinynme",-1
"2931","guesthousesgoa","roshankar","guesthousesgoa",-1
"2355","ikumarashok","roshankar","ikumarashok",-1
"1434","imirzag","roshankar","imirzag",-1
"2934","joinaap","roshankar","joinaap",-1
"2943","laxmisagarnitw1","roshankar","laxmisagarnitw",-1
"1325","mdshuaib7","roshankar","mdshuaib7",-1
"1414","mukeshrai881","roshankar","mukeshrai881",-1
"1324","politicalcooper","roshankar","politicalcooper",-1
"1764","pramodkr7227","roshankar","pramodkr7227",-1
"2338","sanalsudev","roshankar","sanalsudev",-1
"2984","yogenderwrites","roshankar","yogenderwrites",-1
"13345","URautelaForever511","roshanpathare","URautelaForever",1
"11755","ootbdevk1","RoshanSdrprop","ootbdevk",0
"7183","shailendra12125","RoshanSdrprop","shailendra1212",1
"9968","sridharasuma1","RoshanSdrprop","sridharasuma",-1
"180","rssurjewala178","roshansonmi","rssurjewala",1
"13836","URautelaForever1002","roshni_sarkar20","URautelaForever",1
"16648","DrPippaM2","rossi_george","DrPippaM",1
"13385","URautelaForever551","routelvijay","URautelaForever",1
"3836","DrKumarVishwas165","rox55g","DrKumarVishwas",1
"1049","Joydas99","rox55g","Joydas",1
"5617","dna37","roy_2605","dna",1
"13081","URautelaForever247","royal7_tweets","URautelaForever",1
"5412","MohanRamadurai2","royprateek2010","MohanRamadurai",1
"12878","URautelaForever44","roywinder7","URautelaForever",1
"19503","attomeybharti45","rpg_89","attomeybharti",1
"16420","archchaudhary","rpollard","archchaudhary",0
"1224","Dipankar_cpiml24","rpp224","Dipankar_cpiml",1
"13136","URautelaForever302","rpraakeysh597","URautelaForever",1
"10239","Amit_Diwakar_IN","rprashant3","Amit_Diwakar_IN",0
"4290","Ra_THORe52","rraman3","Ra_THORe",1
"818","gauravcsawant515","rramgovind","gauravcsawant",1
"6509","ippatel37","rramgovind","ippatel",1
"1839","ModiBharosa6","rranjan733","ModiBharosa",1
"14490","5Forty3140","rrkchand","5Forty3",1
"2329","bhaiyyajispeaks4","rrr23saini","bhaiyyajispeaks",1
"2566","CMOMaharashtra4","rrr23saini","CMOMaharashtra",1
"1540","DrGPradhan72","rrr23saini","DrGPradhan",1
"3491","RoflGandhi_6","rrr23saini","RoflGandhi_",1
"5379","TarekFatah","rrr23saini","TarekFatah",-1
"176","rssurjewala174","rrspoonia1","rssurjewala",1
"3433","tweepul","rrtwts","tweepul",1
"539","gauravcsawant236","rs_arya","gauravcsawant",1
"2091","ModiBharosa258","rs_arya","ModiBharosa",1
"16572","satyanveshkumar","rs_telagathoty","satyanveshkumar",0
"16822","aaanupriyaaa29","rs30081994","aaanupriyaaa",1
"12355","BwDisrupt1","rsardana","BwDisrupt",1
"5854","CREDAINational","rsbhat","CREDAINational",1
"1524","DrGPradhan56","rsbhat","DrGPradhan",1
"14225","rahulroushan146","rsenthilkumar","rahulroushan",1
"200","rssurjewala198","rshaikh123","rssurjewala",1
"737","gauravcsawant434","rshankarnarayan","gauravcsawant",1
"15972","jayateerth123","rsprasad","jayateerth123",-1
"20384","leeee1511","rsprasad","leeee1511",-1
"15028","vinay0110","rsprasad","vinay0110",-1
"2467","ashu3page93","rsrajat365","ashu3page",1
"5600","dna20","rsrajat365","dna",1
"1020","Joydas70","rsrajat365","Joydas",1
"14688","ms_rana8","rsrajat365","ms_rana",1
"14364","5Forty314","rsrirams","5Forty3",1
"5904","shashidigital1","rsrirams","shashidigital",1
"1329","Hemant_801","rss_chaddi_wall","Hemant_80",1
"6349","ruhitewari","rss_chaddi_wall","ruhitewari",1
"11758","_zayaan","rssurjewala","_zayaan",-1
"11412","10anandrai","rssurjewala","10anandrai",-1
"12422","27a41de2a89b454","rssurjewala","27a41de2a89b454",-1
"11641","6b15055656184ea","rssurjewala","6b15055656184ea",-1
"1197","aazaadparinda","rssurjewala","aazaadparinda",-1
"11571","abdulbarihanfi","rssurjewala","abdulbarihanfi",-1
"6930","abeerchawake","rssurjewala","abeerchawake",-1
"9937","abhinavmaddy","rssurjewala","abhinavmaddy",-1
"8313","abkadir01","rssurjewala","abkadir01",-1
"12692","acchandramouli","rssurjewala","acchandramouli",-1
"7264","adilalam45u","rssurjewala","adilalam45u",-1
"3014","admathura","rssurjewala","admathura",-1
"11052","afroz786bits","rssurjewala","afroz786bits",-1
"12261","ahemedwaseem","rssurjewala","ahemedwaseem",-1
"10885","ahmed_sf","rssurjewala","ahmed_sf",-1
"12584","ahmedhussainn1","rssurjewala","ahmedhussainn1",-1
"11697","ahsanrao7","rssurjewala","ahsanrao7",-1
"9924","ajaykusahu","rssurjewala","ajaykusahu",-1
"11331","ajaysharma1315","rssurjewala","ajaysharma1315",-1
"10747","ajitkumar_kanan","rssurjewala","ajitkumar_kanan",-1
"11134","ajumis","rssurjewala","ajumis",-1
"11472","akashkinker","rssurjewala","akashkinker",-1
"11358","alisadaqat","rssurjewala","alisadaqat",-1
"10910","altaliaa","rssurjewala","altaliaa",-1
"12480","amadumoole","rssurjewala","amadumoole",-1
"11787","amahayas","rssurjewala","amahayas",-1
"7135","amar129438","rssurjewala","amar129438",-1
"11801","amarendrabigb","rssurjewala","amarendrabigb",-1
"11855","amitazad67","rssurjewala","amitazad67",-1
"12804","ammiedgr8","rssurjewala","ammiedgr8",-1
"10249","amms28","rssurjewala","amms28",-1
"10100","andrewf30898751","rssurjewala","andrewf30898751",-1
"11129","anitaam9653275","rssurjewala","anitaam9653275",-1
"9808","anjum_parwaz","rssurjewala","anjum_parwaz",-1
"11525","anky2591","rssurjewala","anky2591",-1
"9960","annavetticad","rssurjewala","annavetticad",-1
"8939","annu_philip","rssurjewala","annu_philip",-1
"11279","arrechisimo","rssurjewala","arrechisimo",-1
"12014","arunketli","rssurjewala","arunketli",-1
"11429","arunsharma1970","rssurjewala","arunsharma1970",-1
"11831","asitrai9","rssurjewala","asitrai9",-1
"11682","aslisaleem","rssurjewala","aslisaleem",-1
"7837","asmon_fredrick","rssurjewala","asmon_fredrick",-1
"11006","asthamittalrg","rssurjewala","asthamittalrg",-1
"8917","azazshaikhiyc","rssurjewala","azazshaikhiyc",-1
"7138","b_richardn","rssurjewala","b_richardn",-1
"9932","balaindrajith","rssurjewala","balaindrajith",-1
"10129","bhimajiyani_mz","rssurjewala","bhimajiyani_mz",-1
"12468","bikash_ds","rssurjewala","bikash_ds",-1
"12540","bishakha","rssurjewala","bishakha",-1
"10848","blrvikash","rssurjewala","blrvikash",-1
"12695","bolraghu","rssurjewala","bolraghu",-1
"11455","braju33","rssurjewala","braju33",-1
"10514","braveindianmax","rssurjewala","braveindianmax",-1
"11773","bsjass1","rssurjewala","bsjass1",-1
"10243","c0sm0gyral","rssurjewala","c0sm0gyral",-1
"11541","c9feb8aefbaa42a","rssurjewala","c9feb8aefbaa42a",-1
"2366","chandoksumeet","rssurjewala","chandoksumeet",-1
"10656","chintu002","rssurjewala","chintu002",-1
"10457","chowdhryguru","rssurjewala","chowdhryguru",-1
"9705","clefer10","rssurjewala","clefer10",-1
"11386","congressamit","rssurjewala","congressamit",-1
"12224","crazyrals","rssurjewala","crazyrals",-1
"12735","cryptex_221b","rssurjewala","cryptex_221b",-1
"11784","daaniashraf","rssurjewala","daaniashraf",-1
"11732","dadanmoiz","rssurjewala","dadanmoiz",-1
"12255","dakunal","rssurjewala","dakunal",-1
"11829","dalipgautam2","rssurjewala","dalipgautam2",-1
"12815","deepakrajsuman2","rssurjewala","deepakrajsuman2",-1
"6706","dewasisatpal","rssurjewala","dewasisatpal",-1
"12536","dharamc05536997","rssurjewala","dharamc05536997",-1
"12644","dharmmeena","rssurjewala","dharmmeena",-1
"10821","dhirend16266090","rssurjewala","dhirend16266090",-1
"7089","dilawarit","rssurjewala","dilawarit",-1
"10451","dixitvinod167","rssurjewala","dixitvinod167",-1
"11850","drasanalikhan1","rssurjewala","drasanalikhan1",-1
"7137","drjadav","rssurjewala","drjadav",-1
"6034","drmalikkalam","rssurjewala","drmalikkalam",-1
"10962","drraviphysio","rssurjewala","drraviphysio",-1
"11739","earlyseed1","rssurjewala","earlyseed1",-1
"9150","ejazr","rssurjewala","ejazr",-1
"9375","emanmann2","rssurjewala","emanmann2",-1
"11422","emumec","rssurjewala","emumec",-1
"9516","erramaninc","rssurjewala","erramaninc",-1
"8767","fairviewpoint1","rssurjewala","fairviewpoint1",-1
"12570","faisalmalegaon","rssurjewala","faisalmalegaon",-1
"12721","faller18","rssurjewala","faller18",-1
"10597","farhat_yk","rssurjewala","farhat_yk",-1
"12652","faridshaikh984","rssurjewala","faridshaikh984",-1
"11800","farooque_s","rssurjewala","farooque_s",-1
"11806","fbadgujar1","rssurjewala","fbadgujar1",-1
"8166","furkansayed1","rssurjewala","furkansayed1",-1
"11118","fxbookers","rssurjewala","fxbookers",-1
"10852","geetv79","rssurjewala","geetv79",-1
"10267","girish663","rssurjewala","girish663",-1
"12713","gnh94ster","rssurjewala","gnh94ster",-1
"11053","goeltm_tg","rssurjewala","goeltm_tg",-1
"5526","gopalsachdeva1","rssurjewala","gopalsachdeva1",-1
"12141","hakimsaleh215","rssurjewala","hakimsaleh215",-1
"11183","hamadmomin","rssurjewala","hamadmomin",-1
"8466","hardevs97977417","rssurjewala","hardevs97977417",-1
"12466","hariskirmani","rssurjewala","hariskirmani",-1
"9389","harmony1960","rssurjewala","harmony1960",-1
"1","hashtagfarziwal","rssurjewala","hashtagfarziwal",-1
"10720","hero56223621","rssurjewala","hero56223621",-1
"11799","humanistjayanta","rssurjewala","humanistjayanta",-1
"11802","husnazaki","rssurjewala","husnazaki",-1
"12467","hussainmusab123","rssurjewala","hussainmusab123",-1
"11447","i_me_my5elf","rssurjewala","i_me_my5elf",-1
"5912","iamsmithaa","rssurjewala","iamsmithaa",-1
"11326","ichbinujjaini","rssurjewala","ichbinujjaini",-1
"10932","ileshidoshi","rssurjewala","ileshidoshi",-1
"11804","imfainaz","rssurjewala","imfainaz",-1
"11937","imrankh23147478","rssurjewala","imrankh23147478",-1
"11840","incindia","rssurjewala","incindia",-1
"11040","iparthpatel","rssurjewala","iparthpatel",-1
"8760","jab9777","rssurjewala","jab9777",-1
"6064","jaijaicongress","rssurjewala","jaijaicongress",-1
"7273","jatyanvijay","rssurjewala","jatyanvijay",-1
"9984","jitendransui","rssurjewala","jitendransui",-1
"12449","jiteshsachdeva0","rssurjewala","jiteshsachdeva0",-1
"10416","jk_coolguy","rssurjewala","jk_coolguy",-1
"11605","jp_pwar","rssurjewala","jp_pwar",-1
"11037","jsk__11","rssurjewala","jsk__11",-1
"12819","judets","rssurjewala","judets",-1
"11410","kailashjat","rssurjewala","kailashjat",-1
"11062","kamalhaider1991","rssurjewala","kamalhaider1991",-1
"12048","kapilba31764279","rssurjewala","kapilba31764279",-1
"12710","kapilreet","rssurjewala","kapilreet",-1
"11185","kauserseema","rssurjewala","kauserseema",-1
"11925","kcshukla6","rssurjewala","kcshukla6",-1
"3162","ketan99222","rssurjewala","ketan99222",-1
"11212","keyur210112","rssurjewala","keyur210112",-1
"12431","khadim_dar","rssurjewala","khadim_dar",-1
"11579","khurram1inc","rssurjewala","khurram1inc",-1
"11616","kmarkri","rssurjewala","kmarkri",-1
"7325","kochar4himanshu","rssurjewala","kochar4himanshu",-1
"9912","konarkdixitkd","rssurjewala","konarkdixitkd",-1
"11158","kparveen2005","rssurjewala","kparveen2005",-1
"11710","kthakur76","rssurjewala","kthakur76",-1
"10055","kuldeepdwived19","rssurjewala","kuldeepdwived19",-1
"6896","kunalchoudhary_","rssurjewala","kunalchoudhary_",-1
"9835","kunwarnagendra","rssurjewala","kunwarnagendra",-1
"11769","kushlanands","rssurjewala","kushlanands",-1
"8877","lenahaitole","rssurjewala","lenahaitole",-1
"7458","liyakat9910","rssurjewala","liyakat9910",-1
"12343","logicalindianz","rssurjewala","logicalindianz",-1
"12469","lokeshsager96","rssurjewala","lokeshsager96",-1
"12765","lop_india","rssurjewala","lop_india",-1
"10252","lyckushinagar","rssurjewala","lyckushinagar",-1
"10179","mahaveernetaji","rssurjewala","mahaveernetaji",-1
"7945","mahesharma39","rssurjewala","mahesharma39",-1
"11892","mainavishal0018","rssurjewala","mainavishal0018",-1
"11696","mamuni_ishita","rssurjewala","mamuni_ishita",-1
"8038","manasmallik2025","rssurjewala","manasmallik2025",-1
"3074","maninde42125473","rssurjewala","maninde42125473",-1
"7730","manish_manisja","rssurjewala","manish_manisja",-1
"10982","manjujadhav_","rssurjewala","manjujadhav_",-1
"11431","mardanamohit","rssurjewala","mardanamohit",-1
"12483","maxmelbin","rssurjewala","maxmelbin",-1
"11816","mdbaid","rssurjewala","mdbaid",-1
"11920","mdshamshads57","rssurjewala","mdshamshads57",-1
"7085","meenuji2","rssurjewala","meenuji2",-1
"8394","mikedesai","rssurjewala","mikedesai",-1
"11574","minnasood","rssurjewala","minnasood",-1
"12681","misirspeaks","rssurjewala","misirspeaks",-1
"11718","mkmlakumar","rssurjewala","mkmlakumar",-1
"10304","mnakthar","rssurjewala","mnakthar",-1
"10998","mohammedwasima3","rssurjewala","mohammedwasima3",-1
"8968","more18anna","rssurjewala","more18anna",-1
"9213","mrinendrasingh","rssurjewala","mrinendrasingh",-1
"12665","mrpankajsethi","rssurjewala","mrpankajsethi",-1
"12438","msinghmk","rssurjewala","msinghmk",-1
"10474","msirsiwal","rssurjewala","msirsiwal",-1
"10154","naheedmalik24","rssurjewala","naheedmalik24",-1
"10993","naishadhvyas","rssurjewala","naishadhvyas",-1
"10762","narala_ratnaker","rssurjewala","narala_ratnaker",-1
"10668","narayanan_p","rssurjewala","narayanan_p",-1
"12777","narende95085739","rssurjewala","narende95085739",-1
"12714","narpatsheth","rssurjewala","narpatsheth",-1
"5973","natasha_2o1o","rssurjewala","natasha_2o1o",-1
"12605","naveen1177","rssurjewala","naveen1177",-1
"11503","newsninja","rssurjewala","newsninja",-1
"11723","nirala_st","rssurjewala","nirala_st",-1
"11470","nmukhii","rssurjewala","nmukhii",-1
"11253","noronhalynn","rssurjewala","noronhalynn",-1
"11480","office_of_sg","rssurjewala","office_of_sg",-1
"11811","paaruni","rssurjewala","paaruni",-1
"11430","padre9rr","rssurjewala","padre9rr",-1
"10916","palakmisty11","rssurjewala","palakmisty11",-1
"11361","parveen_bhadoo","rssurjewala","parveen_bhadoo",-1
"5925","pdrsudhakar","rssurjewala","pdrsudhakar",-1
"11765","phoenixmathew","rssurjewala","phoenixmathew",-1
"10963","prajakt990","rssurjewala","prajakt990",-1
"12698","preetirnair","rssurjewala","preetirnair",-1
"3194","priyabratat","rssurjewala","priyabratat",-1
"4473","puriyash41","rssurjewala","puriyash41",-1
"280","rahulja13034944","rssurjewala","rahulja13034944",-1
"11419","raj5576","rssurjewala","raj5576",-1
"12725","rajendra006","rssurjewala","rajendra006",-1
"11703","rajendra9414","rssurjewala","rajendra9414",-1
"6898","rajeshkocharek2","rssurjewala","rajeshkocharek2",-1
"4354","rajnikanttiwa10","rssurjewala","rajnikanttiwa10",-1
"12772","rakeshrammi","rssurjewala","rakeshrammi",-1
"11775","ramdaindia","rssurjewala","ramdaindia",-1
"12170","ramlaljatinc","rssurjewala","ramlaljatinc",-1
"11881","ranjit1442","rssurjewala","ranjit1442",-1
"12470","ravinderburari","rssurjewala","ravinderburari",-1
"12816","ravindramohanty","rssurjewala","ravindramohanty",-1
"10513","realtruthpak","rssurjewala","realtruthpak",-1
"9812","retheeshraj10","rssurjewala","retheeshraj10",-1
"12657","rizvisalim","rssurjewala","rizvisalim",-1
"10036","rkarnan","rssurjewala","rkarnan",-1
"11043","rkmarar9","rssurjewala","rkmarar9",-1
"7397","rkyadav666","rssurjewala","rkyadav666",-1
"11690","rohillaneeru","rssurjewala","rohillaneeru",-1
"12662","rohitpanwar9999","rssurjewala","rohitpanwar9999",-1
"4087","romandsouza","rssurjewala","romandsouza",-1
"12443","rooster16111611","rssurjewala","rooster16111611",-1
"11672","roshansonmi","rssurjewala","roshansonmi",-1
"11606","rrspoonia1","rssurjewala","rrspoonia1",-1
"11791","rshaikh123","rssurjewala","rshaikh123",-1
"11178","ruthnora27","rssurjewala","ruthnora27",-1
"9867","rzk_ali","rssurjewala","rzk_ali",-1
"11813","sachina1982","rssurjewala","sachina1982",-1
"11561","sachinraj2706","rssurjewala","sachinraj2706",-1
"11142","sahil_rg","rssurjewala","sahil_rg",-1
"10615","saifi_inam","rssurjewala","saifi_inam",-1
"11779","sairahg","rssurjewala","sairahg",-1
"7812","sameer470","rssurjewala","sameer470",-1
"11566","sandeep_2021","rssurjewala","sandeep_2021",-1
"12752","sandeep1481996","rssurjewala","sandeep1481996",-1
"11262","sarcasticsaint","rssurjewala","sarcasticsaint",-1
"9087","satish_patidar_","rssurjewala","satish_patidar_",-1
"9160","satishsheoran16","rssurjewala","satishsheoran16",-1
"6785","sha_vajid","rssurjewala","sha_vajid",-1
"12318","shantanuaddict","rssurjewala","shantanuaddict",-1
"12472","sharmistha_gk","rssurjewala","sharmistha_gk",-1
"10892","shreya7376","rssurjewala","shreya7376",-1
"12707","shrutis04072118","rssurjewala","shrutis04072118",-1
"8719","shyamlalaggarw1","rssurjewala","shyamlalaggarw1",-1
"12660","siddharth_majra","rssurjewala","siddharth_majra",-1
"12709","siddiquemobin","rssurjewala","siddiquemobin",-1
"12734","singhmahavir50","rssurjewala","singhmahavir50",-1
"10302","skti1988","rssurjewala","skti1988",-1
"12672","smadygo","rssurjewala","smadygo",-1
"11780","smithtayal444","rssurjewala","smithtayal444",-1
"12607","snk238","rssurjewala","snk238",-1
"8523","sonubha24368306","rssurjewala","sonubha24368306",-1
"10754","srikantasingh","rssurjewala","srikantasingh",-1
"8369","srikanthrajeev","rssurjewala","srikanthrajeev",-1
"8178","sujitkumar5555","rssurjewala","sujitkumar5555",-1
"7213","sukhiim","rssurjewala","sukhiim",-1
"9510","sumamaiyc","rssurjewala","sumamaiyc",-1
"12704","sunil_iyc","rssurjewala","sunil_iyc",-1
"12737","sunitawilson72","rssurjewala","sunitawilson72",-1
"9991","sushilkaushik03","rssurjewala","sushilkaushik03",-1
"2320","sventure007","rssurjewala","sventure007",-1
"9691","syedmohdyasir3","rssurjewala","syedmohdyasir3",-1
"8524","tanveer1729","rssurjewala","tanveer1729",-1
"10190","thecableguy201","rssurjewala","thecableguy201",-1
"10608","thekanishk","rssurjewala","thekanishk",-1
"2937","tinni_aphrodite","rssurjewala","tinni_aphrodite",-1
"10031","tshamsi88","rssurjewala","tshamsi88",-1
"2359","tussarjitu","rssurjewala","tussarjitu",-1
"10022","uttrakhand_pyc","rssurjewala","uttrakhand_pyc",-1
"9852","varunchaubey11","rssurjewala","varunchaubey11",-1
"8265","vijay_hitaishi","rssurjewala","vijay_hitaishi",-1
"11620","vijaykumarbans5","rssurjewala","vijaykumarbans5",-1
"10721","vineetbakshi4","rssurjewala","vineetbakshi4",-1
"11315","vinodhum1","rssurjewala","vinodhum1",-1
"7098","virk_prabjot","rssurjewala","virk_prabjot",-1
"11952","vishalkhadri1","rssurjewala","vishalkhadri1",-1
"11914","withcongressuk","rssurjewala","withcongressuk",-1
"9990","yogesverma85gma","rssurjewala","yogesverma85gma",-1
"10896","youngharyana","rssurjewala","youngharyana",-1
"9350","zakirhu51007984","rssurjewala","zakirhu51007984",-1
"4037","zedlens","rssurjewala","zedlens",-1
"14462","5Forty3112","rsvasudevan","5Forty3",1
"20320","kisanpal1213","RTforINC","kisanpal1213",0
"19925","mmrt95","RTIndia_ngo","mmrt95",0
"413","gauravcsawant110","rtk_mahajan","gauravcsawant",1
"19543","attomeybharti85","rtswala","attomeybharti",1
"18884","jorgeftamez","RubinOfAkkad","jorgeftamez",-1
"18979","lotionofmotion","RubinOfAkkad","lotionofmotion",-1
"18986","lynninthetrees","RubinOfAkkad","lynninthetrees",-1
"18975","m_essa91","RubinOfAkkad","m_essa91",-1
"7643","MinIT_Telangana17","rubusmubu","MinIT_Telangana",1
"13809","URautelaForever975","rubychowdhury04","URautelaForever",1
"9281","goaltiwari1","RuchiKom","goaltiwari",1
"499","gauravcsawant196","ruchir78","gauravcsawant",1
"7937","peter_vas2","ruchir78","peter_vas",1
"14569","ShootinThoughts","ruchir78","ShootinThoughts",1
"10360","_MiteshPatel29","rudrchotaliya","_MiteshPatel",1
"15344","LionelMedia32","ruffshenanigans","LionelMedia",1
"2755","ShashiTharoor169","rufinighat","ShashiTharoor",1
"10117","akshaymore1","ruhitewari","akshaymore",-1
"6348","ash_ventura1","ruhitewari","ash_ventura",-1
"10598","farhat_yk1","ruhitewari","farhat_yk",-1
"12550","goinginni","ruhitewari","goinginni",-1
"11961","nishana_shan","ruhitewari","nishana_shan",-1
"8989","ptsayz","ruhitewari","ptsayz",-1
"1413","rss_chaddi_wall1","ruhitewari","rss_chaddi_wall",-1
"12754","saachin20","ruhitewari","saachin20",-1
"9396","shanmugam_181","ruhitewari","shanmugam_18",-1
"11042","shashidharsm545","ruhitewari","shashidharsm545",-1
"16649","DrPippaM3","ruidiascosta","DrPippaM",1
"4924","AUTOTODAYMAG","runsimrun","AUTOTODAYMAG",0
"4738","steve_hanke139","rupagulab","steve_hanke",1
"13540","URautelaForever706","rupali_brupsa","URautelaForever",1
"6522","ippatel50","rupali40821166","ippatel",1
"6016","grumpeoldman2","Rupalijee","grumpeoldman",1
"8646","_raja_babu1","rupasubramanya","_raja_babu",-1
"12071","amoltikam","rupasubramanya","amoltikam",-1
"12302","amz360","rupasubramanya","amz360",-1
"7331","arunmcops1","rupasubramanya","arunmcops",-1
"11647","arushib93","rupasubramanya","arushib93",-1
"12301","bgopu1973","rupasubramanya","bgopu1973",-1
"10069","bkraina87002","rupasubramanya","bkraina8700",-1
"5518","debdip004","rupasubramanya","debdip00",-1
"15037","desiprocess","rupasubramanya","desiprocess",-1
"10409","ersakthivel11","rupasubramanya","ersakthivel1",-1
"14999","gyanmarao","rupasubramanya","gyanmarao",-1
"2779","indianmonk13","rupasubramanya","indianmonk1",-1
"12298","jumbohulk","rupasubramanya","jumbohulk",-1
"12060","kailashrjoshi","rupasubramanya","kailashrjoshi",-1
"11953","keerthibilugali","rupasubramanya","keerthibilugali",-1
"12266","larger_picture","rupasubramanya","larger_picture",-1
"11136","navbhaarat1","rupasubramanya","navbhaarat",-1
"7239","outofofficerg1","rupasubramanya","outofofficerg",-1
"4815","pappu_pedia1","rupasubramanya","pappu_pedia",-1
"12288","r_ktweet","rupasubramanya","r_ktweet",-1
"14942","retweetkrengeab","rupasubramanya","retweetkrengeab",-1
"12294","ssai01","rupasubramanya","ssai01",-1
"15158","vardanatulshah","rupasubramanya","vardanatulshah",-1
"6600","vinirish5","rupasubramanya","vinirish",-1
"13957","URautelaForever1123","rupsa_fangirl","URautelaForever",1
"3209","jamewils12","ruralindia","jamewils",1
"731","gauravcsawant428","rushaal001","gauravcsawant",1
"16900","mkatju6","rushabhjd","mkatju",1
"13435","URautelaForever601","rushideshmukh19","URautelaForever",1
"13629","URautelaForever795","rushika_s","URautelaForever",1
"11369","Raheelk","rushikeshkul","Raheelk",0
"15661","sffed3","ruslan75j6belov","sffed",1
"16799","aaanupriyaaa6","russian_market","aaanupriyaaa",1
"17659","arnavkapoormk","rustamdzgl","arnavkapoormk",0
"19486","attomeybharti28","rustymarine","attomeybharti",1
